Titles,Type,Episodes,Episode duration,Year,Demographic,Genres,Theme,Studio,Source,Members,Score
Xie Wang Zhui Qi 3: Shen Nu Guilai,ONA,16 eps,20 min ,2021,,"Drama,Fantasy,Romance",Historical,Big Firebird Culture,Novel,4.2K,7.08
Uchuu Senkan Yamato: Fukkatsu-hen,Movie,1 ep,135 min ,2009,,"Action,Adventure,Drama",Adult Cast,Unknown,Original,4.2K,6.96
Cosmic Baton Girl Comet-san☆,TV,43 eps,24 min ,2001,,"Adventure,Comedy,Drama,Sci-Fi",,Nippon Animation,Manga,4.2K,7.33
Utawarerumono Recaps,Special,2 eps,15 min ,2006,,"Action,Drama,Fantasy",,OLM,,4.2K,6.37
Uchuu no Kishi Tekkaman Blade II,OVA,6 eps,30 min ,1994,,"Action,Adventure,Drama,Sci-Fi",Mecha,Tatsunoko Production,,4.2K,6.29
Hanasakeru Seishounen Recaps,Special,3 eps,24 min ,2009,Shoujo,"Drama,Romance",Reverse Harem,Pierrot,Manga,4.1K,6.77
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,OVA,1 ep,56 min ,1988,,"Drama,Sci-Fi",Mecha,Sunrise,Original,4.1K,7.23
My Life,ONA,1 ep,4 min ,2012,,"Drama,Slice of Life",,Unknown,,4.1K,6.27
Nineteen 19,OVA,1 ep,42 min ,1990,,"Drama,Romance",,Madhouse,Manga,4.1K,6.08
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya Recap,Special,1 ep,23 min ,2021,,"Drama,Suspense",Psychological,Shaft,Game,4.1K,5.95
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Movie,1 ep,152 min ,1978,,"Action,Drama,Sci-Fi",Adult Cast,Group TAC,Original,4.1K,7.09
Midori-ko,Movie,1 ep,55 min ,2011,,"Avant Garde,Drama",,Unknown,Original,4.1K,5.96
Jarinko Chie,Movie,1 ep,109 min ,1981,Seinen,"Comedy,Drama",,Tokyo Movie Shinsha,Manga,4.0K,7.01
Ace wo Nerae! (1979),Movie,1 ep,90 min ,1979,Shoujo,"Drama,Romance,Sports",School,Tokyo Movie Shinsha,,4.0K,6.88
Hello! Lady Lynn,TV,36 eps,24 min ,1988,Shoujo,Drama,,Toei Animation,Manga,4.0K,7.53
Alps Monogatari: Watashi no Annette,TV,48 eps,25 min ,1983,,"Drama,Slice of Life",Historical,Nippon Animation,Book,4.0K,6.73
Ling Feng Zhe,ONA,7 eps,24 min ,2019,,"Drama,Romance,Slice of Life",Historical,Wawayu Animation,Original,4.0K,6.07
Hakuouki: Shinkai - Kaze no Shou,OVA,1 ep,11 min ,2015,,"Action,Drama,Romance,Supernatural",Historical,Idea Factory,Visual novel,4.0K,6.38
Hi no Tori 2772: Ai no CosmoZone,Movie,1 ep,121 min ,1980,,"Adventure,Drama,Fantasy,Romance,Sci-Fi",Space,Tezuka Productions,Manga,4.0K,6.65
Uchuu Senkan Yamato: Kanketsu-hen,Movie,1 ep,163 min ,1983,,"Action,Adventure,Drama,Sci-Fi",Adult Cast,Toei Animation,Original,4.0K,6.86
RahXephon Specials,Special,2 eps,19 min ,2003,,"Action,Drama,Mystery,Romance,Sci-Fi",Mecha,Bones,Original,3.9K,6.38
Soukou Kihei Votoms: The Last Red Shoulder,OVA,1 ep,54 min ,1985,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,3.9K,7.1
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,Special,3 eps,23 min ,2021,,"Drama,Suspense",Mahou Shoujo,Shaft,Game,3.9K,6
Madang-eul Naon Amtalg,Movie,1 ep,92 min ,2011,Kids,"Adventure,Drama,Fantasy",Anthropomorphic,Odolttogi,Book,3.9K,7.37
Nomad: Megalo Box 2 Short Anime,Special,1 ep,11 min ,2021,,Drama,,TMS Entertainment,Original,3.9K,6.5
Ginga Tetsudou Monogatari: Eien e no Bunkiten,TV,24 eps,24 min ,2006,,"Action,Adventure,Drama,Sci-Fi",Space,Planet,Original,3.9K,6.72
Bobby ni Kubittake,Movie,1 ep,44 min ,1985,,"Drama,Romance,Slice of Life",,Madhouse,Novel,3.9K,5.94
Candy Candy (Movie),Movie,1 ep,26 min ,1992,Shoujo,"Drama,Slice of Life",,Toei Animation,,3.9K,6.74
Guomin Laogong Dai Huijia 4th Season,ONA,12 eps,12 min ,2018,,"Drama,Romance",,Wawayu Animation,Novel,3.9K,6.16
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,Movie,3 eps,73 min ,2022,,"Action,Comedy,Drama,Fantasy,Slice of Life",Historical,Doga Kobo,Game,3.9K,N/A
"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",Special,1 ep,43 min ,2006,,"Comedy,Drama",,AIC,Original,3.8K,7.02
Ai Doll,OVA,4 eps,31 min ,1997,,"Drama,Hentai",,Y.O.U.C,Visual novel,3.8K,5.64
Memories Off 2nd,OVA,3 eps,30 min ,2003,,"Drama,Romance",,Picture Magic,Visual novel,3.8K,6.17
Ningen Kousaten,TV,13 eps,24 min ,2003,,"Drama,Slice of Life,Sports",,A.C.G.T.,Manga,3.8K,6.27
Sekai Meisaku Douwa: Hakuchou no Mizuumi,Movie,1 ep,75 min ,1981,,"Drama,Fantasy,Romance",,Toei Animation,,3.8K,6.9
To Heart 2 Special,Special,1 ep,23 min ,2005,,"Drama,Romance",School,OLM,,3.8K,6.33
Spirit of Wonder: Shounen Kagaku Club,OVA,2 eps,30 min ,2001,Seinen,"Drama,Sci-Fi",Space,Ajia-Do,Manga,3.8K,6.53
Tezuka Osamu no Buddha: Owarinaki Tabi,Movie,1 ep,85 min ,2014,,"Drama,Supernatural",Historical,Toei Animation,Manga,3.8K,6.88
Happy Birthday: Inochi Kagayaku Toki,Movie,1 ep,79 min ,1999,Kids,"Drama,Slice of Life",Iyashikei,Magic Bus,Book,3.8K,7.1
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,Special,1 ep,27 min ,1992,Seinen,"Comedy,Drama,Romance",Adult Cast,Studio Deen,,3.8K,6.74
Survival,Music,1 ep,4 min ,1999,,"Avant Garde,Drama,Supernatural",Music,Studio 4°C,Original,3.8K,6.17
Comic Party Specials,Special,4 eps,7 min ,2003,,"Comedy,Drama",Otaku Culture,OLM,Visual novel,3.8K,6.37
Mizuiro (2003),OVA,2 eps,29 min ,2003,,"Drama,Romance,Supernatural",,OLM,Visual novel,3.7K,6.32
Shin Chou Kyou Ryo: Condor Hero II,TV,26 eps,20 min ,2005,,"Adventure,Drama,Romance",Historical,Nippon Animation,Novel,3.7K,7.26
Taisei Kensetsu CMs,Special,6 eps,0 min ,2008,,Drama,,CoMix Wave Films,Original,3.7K,5.88
One: Kagayaku Kisetsu e,OVA,4 eps,27 min ,2001,,"Drama,Supernatural",,Arms,Visual novel,3.7K,5.05
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,Movie,3 eps,25 min ,2019,,"Action,Drama,Sci-Fi",Mecha,I.Gzwei,Original,3.7K,7.23
Uchuu Senkan Yamato: Aratanaru Tabidachi,Special,1 ep,95 min ,1979,,"Action,Drama,Sci-Fi",Adult Cast,Group TAC,Original,3.7K,6.69
Koushoku Ichidai Otoko,OVA,1 ep,54 min ,1991,,"Drama,Hentai",Historical,Animation Staff Room,,3.7K,6.05
Aoki Honoo,OVA,1 ep,47 min ,1989,Seinen,"Drama,Romance",,Artland,Manga,3.7K,4.74
Nasu: Suitcase no Wataridori,OVA,1 ep,54 min ,2007,Seinen,"Drama,Sports",,Madhouse,Manga,3.7K,7.09
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,TV,52 eps,26 min ,1992,,Drama,Historical,Nippon Animation,,3.7K,7.01
Versailles no Bara to Onna-tachi,Special,1 ep,24 min ,1980,Shoujo,Drama,Historical,Unknown,,3.7K,7.07
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",Movie,1 ep,120 min ,2021,,"Action,Drama,Sci-Fi",Adult Cast,studio MOTHER,Original,3.7K,6.64
Makiba no Shoujo Katri,TV,49 eps,25 min ,1984,,"Adventure,Drama,Slice of Life",Historical,Nippon Animation,Novel,3.6K,6.93
Mari Iyagi,Movie,1 ep,78 min ,2002,,"Drama,Fantasy,Slice of Life",,Unknown,,3.6K,6.26
Re Boot,Music,1 ep,4 min ,2012,,"Drama,Slice of Life",Music,Unknown,,3.6K,7
TO-Y,OVA,1 ep,53 min ,1987,Shounen,Drama,Music,Gallop,Manga,3.6K,6.14
Atri: My Dear Moments,TV,? eps,0 min , -,,"Drama,Romance",,TROYCA,Visual novel,3.6K,N/A
Ohoshi-sama no Rail,Movie,1 ep,79 min ,1993,,Drama,Historical,Madhouse,Novel,3.6K,6.99
Sentimental Journey,TV,12 eps,24 min ,1998,,"Drama,Romance",,Sunrise,Original,3.5K,6.73
Harukanaru Toki no Naka de: Ajisai Yumegatari,OVA,2 eps,30 min ,2002,Shoujo,"Adventure,Drama,Fantasy,Romance,Supernatural",Historical,Zexcs,Visual novel,3.5K,6.18
Hidamari no Ki,TV,25 eps,23 min ,2000,Seinen,"Action,Award Winning,Drama",Historical,Madhouse,Manga,3.5K,7.16
Yamato yo Towa ni,Movie,1 ep,148 min ,1980,,"Action,Adventure,Drama,Sci-Fi",Adult Cast,Toei Animation,Original,3.5K,6.61
Hi no Tori: Houou-hen,Movie,1 ep,60 min ,1986,,"Drama,Fantasy",Historical,Madhouse,Manga,3.5K,6.91
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,OVA,4 eps,27 min ,1997,,"Drama,Romance",Harem,PP Project,Visual novel,3.5K,6.11
Soukou Kihei Votoms: Kakuyaku taru Itan,OVA,5 eps,30 min ,1994,,"Drama,Sci-Fi",Mecha,Sunrise,Original,3.5K,6.88
Android Ana Maico 2010,TV,24 eps,14 min ,1998,Seinen,"Comedy,Drama,Sci-Fi",Adult Cast,Animaruya,Manga,3.5K,6.5
Offside (TV),TV,39 eps,23 min ,2001,,"Action,Drama,Sports",Team Sports,Ashi Productions,Manga,3.4K,7.15
Versailles no Bara: Seimei Aru Kagiri Aishite,Movie,1 ep,90 min ,1990,Shoujo,"Drama,Romance",Historical,Unknown,,3.4K,6.83
La Rose de Versailles,Special,1 ep,4 min ,2007,,"Drama,Romance,Slice of Life",Historical,Toei Animation,,3.4K,5.61
Aquarian Age: Saga II - Don't Forget Me...,OVA,1 ep,60 min ,2003,,"Action,Drama",Super Power,Madhouse,Card game,3.4K,5.75
Soukou Kihei Votoms: Big Battle,OVA,1 ep,60 min ,1986,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,3.4K,6.72
Shy,TV,? eps,0 min , -,Shounen,"Action,Drama",Super Power,8bit,Manga,3.4K,N/A
Tokyo Daigaku Monogatari,OVA,2 eps,30 min ,2004,,"Comedy,Drama,Romance,Ecchi",School,Shinkuukan,Manga,3.4K,4.84
Nido to Mezamenu Komori Uta,Movie,1 ep,27 min ,1985,,"Avant Garde,Drama",,Unknown,Original,3.4K,5.58
Cyborg 009,Movie,1 ep,65 min ,1966,Shounen,"Action,Adventure,Drama,Sci-Fi",,Toei Animation,Manga,3.3K,6.08
Mahou no Chocolate,OVA,1 ep,8 min ,2001,,"Drama,Romance",,Ishikawa Pro,Original,3.3K,5.21
Black Jack: Sora kara Kita Kodomo,OVA,1 ep,22 min ,2000,Shounen,Drama,Medical,Tezuka Productions,Manga,3.3K,6.72
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,OVA,1 ep,90 min ,1988,Seinen,"Comedy,Drama,Romance",Adult Cast,Studio Deen,Manga,3.3K,6.94
Bokura no: Tsuisou,Special,1 ep,23 min ,2007,,"Drama,Sci-Fi",Mecha,Gonzo,Manga,3.3K,6.07
Gokinjo Monogatari the Movie,Movie,1 ep,30 min ,1996,,"Comedy,Drama,Romance",Visual Arts,Toei Animation,Original,3.3K,6.45
Odin: Koushi Hansen Starlight,Movie,1 ep,139 min ,1985,,"Action,Adventure,Drama,Sci-Fi",Space,Studio World,Original,3.3K,5.18
Memories Off 3.5,OVA,4 eps,27 min ,2004,,"Drama,Romance",,Picture Magic,Visual novel,3.3K,6.16
Honoo no Alpenrose: Judy & Randy,TV,20 eps,22 min ,1985,Shoujo,"Drama,Romance",Historical,Tatsunoko Production,Manga,3.3K,6.72
Galerians: Rion,OVA,3 eps,24 min ,2002,Shounen,"Adventure,Drama,Horror,Mystery,Sci-Fi,Supernatural",Military,Unknown,,3.3K,5.32
The iDOLM@STER Million Live! 1st Anniversary PV,Special,1 ep,0 min ,2014,,Drama,Idols (Female),A-1 Pictures,Game,3.3K,5.95
Indie Anibox: Selma Danbaekjil Coffee,Movie,1 ep,75 min ,2008,,"Comedy,Drama,Romance,Sci-Fi",Samurai,Studio Dadashow,,3.2K,5.93
Saiyuuki Gaiden: Kouga no Shou,OVA,1 ep,30 min ,2013,,"Adventure,Drama,Fantasy",Mythology,Anpro,Manga,3.2K,7.21
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,Movie,3 eps,26 min ,2020,,"Action,Drama,Sci-Fi",Mecha,I.Gzwei,Original,3.2K,7.32
Hello Harinezumi: Satsui no Ryoubun,OVA,1 ep,51 min ,1992,Seinen,"Drama,Mystery",Psychological,Studio Deen,Manga,3.2K,6.42
Angelique: Shiroi Tsubasa no Memoire,OVA,2 eps,30 min ,2000,Shoujo,"Drama,Fantasy,Romance,Sci-Fi",,Yumeta Company,Visual novel,3.2K,5.8
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,ONA,2 eps,12 min ,2017,,"Drama,Fantasy",,Signal.MD,Original,3.2K,6.31
Hijikata Toshizou: Shiro no Kiseki,OVA,1 ep,32 min ,2004,,"Action,Drama",Historical,Studio 4°C,Original,3.2K,6.12
Space Fantasia 2001 Nights,OVA,1 ep,57 min ,1987,Seinen,"Drama,Sci-Fi",Space,TMS Entertainment,Manga,3.2K,6.24
Stratosphera no Yousei,OVA,3 eps,30 min ,2002,,"Drama,Romance,Sci-Fi,Hentai",,Unknown,Original,3.1K,5.67
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,Special,1 ep,22 min ,2006,,Drama,Adult Cast,J.C.Staff,Original,3.1K,6.88
Votoms Finder,OVA,1 ep,39 min ,2010,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,3.1K,6.12
Luv Wave,OVA,3 eps,27 min ,2000,,"Action,Drama,Horror,Mystery,Romance,Sci-Fi,Hentai",Detective,Triple X,Visual novel,3.1K,5.85
DNA Sights 999.9,OVA,1 ep,48 min ,1998,,"Action,Adventure,Drama,Sci-Fi",,Madhouse,Manga,3.1K,5.98
Goulart Knights: Evoked the Beginning White,OVA,1 ep,22 min ,2011,Shoujo,"Action,Drama,Fantasy,Supernatural",,Studio Blanc.,Original,3.1K,5.92
Konchuu Monogatari Minashigo Hutch,TV,91 eps,24 min ,1970,,"Adventure,Comedy,Drama",,Tatsunoko Production,Original,3.1K,6.77
Kyoshin to Hyouka no Shiro,ONA,4 eps,1 min ,2020,,"Drama,Mystery,Supernatural",,TriF Studio,Original,3.1K,5.61
Aru Hi Inu no Kuni kara Tegami ga Kite,OVA,1 ep,11 min ,2015,Shoujo,Drama,Pets,Unknown,Manga,3.1K,6.55
Xiao Qian,Movie,1 ep,84 min ,1997,,"Action,Drama,Fantasy,Romance",,Triangle Staff,,3.1K,6.35
Souryuuden,OVA,12 eps,45 min ,1991,,"Drama,Mystery,Supernatural",Super Power,Kitty Film Mitaka Studio,Novel,3.1K,6.5
Chiisana Penguin Lolo no Bouken,OVA,3 eps,30 min ,1986,Kids,"Adventure,Drama,Fantasy,Slice of Life",,Toei Animation,Original,3.1K,7.36
Toshi wo Totta Wani,Movie,1 ep,13 min ,2005,,"Award Winning,Drama",,Unknown,Picture book,3.0K,6.24
Meng Qi Shi Shen: Huanxi Zhui Hun,ONA,12 eps,18 min ,2022,,"Comedy,Drama,Gourmet,Romance",Historical,Wawayu Animation,Web novel,3.0K,7.1
Taiyou no Mokushiroku: A Spirit of the Sun,Special,2 eps,77 min ,2006,,"Drama,Sci-Fi",,Madhouse,Manga,3.0K,6.84
Soukyuu no Fafner: Arcadian Memory,OVA,2 eps,32 min ,2005,,"Action,Drama,Sci-Fi",Mecha,Xebec,Original,3.0K,6.47
Soukou Kihei Votoms: Koei Futatabi,OVA,1 ep,49 min ,2011,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,3.0K,6.87
Sakura Taisen: Sumire,OVA,1 ep,24 min ,2002,,"Drama,Sci-Fi",Mecha,Radix,Game,3.0K,6.37
Shin Angel,OVA,5 eps,33 min ,1994,,"Comedy,Drama,Romance,Hentai",,Arms,Manga,3.0K,6.2
Memories Off #5 Togireta Film The Animation,OVA,1 ep,26 min ,2006,,"Drama,Romance",,Doga Kobo,Visual novel,3.0K,6.01
Yuki no Taiyou Pilot,Special,1 ep,4 min ,1972,Shoujo,Drama,,Tokyo Movie,Manga,3.0K,5.38
Yumedamaya Kidan,Special,1 ep,24 min ,2007,,"Drama,Fantasy",,Production I.G,Original,3.0K,6.45
Hi no Tori: Uchuu-hen,OVA,1 ep,48 min ,1987,,"Drama,Fantasy,Sci-Fi",Space,Madhouse,Manga,3.0K,7.01
Soukou Kihei Votoms: Case;Irvine,OVA,1 ep,50 min ,2010,,"Drama,Sci-Fi",Mecha,Sunrise,Original,2.9K,6.45
Porphy no Nagai Tabi,TV,52 eps,24 min ,2008,,Drama,Historical,Nippon Animation,Novel,2.9K,6.95
Ace wo Nerae! 2,OVA,13 eps,24 min ,1988,Shoujo,"Drama,Sports",,Annapuru,Manga,2.9K,7.1
Tokimeki Memorial: Forever With You,OVA,2 eps,50 min ,1999,,"Drama,Romance",School,Pierrot,Game,2.9K,6.04
Kasei Yakyoku,OVA,4 eps,28 min ,1989,,"Drama,Romance",Historical,Magic Bus,Manga,2.9K,6.63
Wind: A Breath of Heart OVA,OVA,3 eps,29 min ,2004,,"Drama,Romance,Supernatural",School,Venet,Visual novel,2.9K,6.14
Huyao Xiao Hongniang: Wei Sheng,ONA,10 eps,18 min ,2019,,"Comedy,Drama,Romance,Supernatural",Historical,Garden Culture,Manga,2.9K,6.97
Kikaider 01 The Animation,OVA,4 eps,27 min ,2001,Shounen,"Action,Adventure,Drama,Sci-Fi",Mecha,Radix,Other,2.9K,6.73
Araiguma Rascal,TV,52 eps,26 min ,1977,,"Drama,Slice of Life",Historical,Nippon Animation,Book,2.9K,6.75
Kakyuusei 2: Anthology,OVA,2 eps,29 min ,2006,,"Drama,Romance,Hentai",Harem,Inugoya,Visual novel,2.9K,5.89
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special,5 eps,24 min ,2007,,"Action,Drama,Supernatural",Historical,Bones,Original,2.8K,6.78
Saishuu Shiken Kujira Progressive,OVA,1 ep,30 min ,2008,,"Drama,Romance",,Zexcs,Visual novel,2.8K,5.98
First Kiss Monogatari,OVA,1 ep,31 min ,2000,,"Drama,Romance",,Garyuu Studio,Visual novel,2.8K,4.91
Doukyuusei (OVA): Natsu no Owari ni,OVA,4 eps,29 min ,1994,,"Drama,Romance,Hentai",Harem,Triple X,Visual novel,2.8K,5.53
Angelique: Seichi yori Ai wo Komete,OVA,3 eps,30 min ,2001,Shoujo,"Adventure,Comedy,Drama,Fantasy,Romance,Sci-Fi",,Yumeta Company,Visual novel,2.8K,6.08
Soukou Kihei Votoms: Genei-hen,OVA,6 eps,24 min ,2010,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,2.8K,6.71
IDOLiSH7 Special Program: Kimi to Furikaeranaito!,Special,1 ep,23 min ,2018,,Drama,Idols (Male),TROYCA,Game,2.8K,6.74
Children,ONA,1 ep,4 min ,2011,,"Avant Garde,Drama",Psychological,Unknown,Original,2.8K,5.91
Peace Maker Kurogane Special,Special,1 ep,17 min ,2003,Shounen,"Action,Comedy,Drama",Historical,Gonzo,Manga,2.8K,6.56
Terra e... (TV) Specials,Special,3 eps,3 min ,2007,,"Adventure,Drama,Sci-Fi",,Minami Machi Bugyousho,,2.8K,6.68
Wakakusa no Charlotte,TV,30 eps,25 min ,1977,Kids,"Drama,Slice of Life",Historical,Nippon Animation,Original,2.8K,6.87
Shin Chou Kyou Ryo: Condor Hero III,TV,26 eps,20 min ,2008,,"Action,Adventure,Drama,Romance",Historical,Nippon Animation,Novel,2.8K,7.24
Dennou Sentai Voogie's★Angel,OVA,3 eps,27 min ,1997,,"Action,Drama,Sci-Fi",Mecha,J.C.Staff,Radio,2.8K,5.58
Black Jack ONA,ONA,12 eps,16 min ,2001,,Drama,Medical,Unknown,,2.8K,6.48
Konpeki no Kantai,OVA,32 eps,40 min ,1993,,"Action,Drama",Historical,J.C.Staff,,2.8K,6.56
Kimi to Boku,ONA,1 ep,14 min ,2001,,"Drama,Slice of Life",Pets,Unknown,,2.8K,6.92
Versailles no Bara (Movie),Movie,1 ep,0 min , -,Shoujo,"Drama,Romance",Historical,Unknown,Manga,2.7K,N/A
Grey: Digital Target,Movie,1 ep,73 min ,1986,Shounen,"Action,Drama,Sci-Fi",Military,Magic Bus,Manga,2.7K,6.05
"""Eiji""",Movie,1 ep,48 min ,1990,,"Comedy,Drama,Sports",Combat Sports,animate Film,Manga,2.7K,5.55
Unbelievable Space Love,ONA,10 eps,1 min ,2018,,"Boys Love,Drama,Romance,Sci-Fi",,Unknown,Original,2.7K,6.75
Ginga Tetsudou 999: Glass no Clair,Movie,1 ep,15 min ,1980,,"Drama,Sci-Fi",Space,Toei Animation,Manga,2.7K,6.52
Yawara!: Zutto Kimi no Koto ga...,Special,1 ep,92 min ,1996,Seinen,"Action,Comedy,Drama,Sports",Combat Sports,Madhouse,Manga,2.7K,7.17
Gotou ni Naritai.,Movie,1 ep,74 min ,1995,,"Drama,Slice of Life",School,Unknown,Novel,2.7K,7.07
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,Movie,3 eps,24 min ,2021,,"Action,Drama,Sci-Fi",Mecha,I.Gzwei,Original,2.7K,7.38
Wo Shi Jiang Xiaobai (2018),ONA,1 ep,37 min ,2018,,"Drama,Romance,Slice of Life",Love Polygon,2:10 AM Animation,Original,2.7K,6.91
Sakura no Ondo,Movie,1 ep,21 min ,2011,,Drama,,ufotable,Original,2.7K,N/A
Kidou Senshi Gundam SEED Movie,Movie,1 ep,0 min , -,,"Drama,Sci-Fi",Mecha,Unknown,Original,2.7K,N/A
Future GPX Cyber Formula 11,OVA,6 eps,30 min ,1992,,"Drama,Sci-Fi",Racing,Sunrise,Original,2.7K,7.3
Liu Yao,ONA,? eps,0 min , -,,"Drama,Fantasy,Supernatural",,Garden Culture,Novel,2.6K,N/A
Future GPX Cyber Formula Zero,OVA,8 eps,30 min ,1994,,"Drama,Sci-Fi",Racing,Sunrise,Original,2.6K,7.41
Daisougen no Chiisana Tenshi: Bush Baby,TV,40 eps,24 min ,1992,,"Adventure,Drama",,Nippon Animation,Novel,2.6K,7.14
Shin Ace wo Nerae!,TV,25 eps,25 min ,1978,Shoujo,"Drama,Romance,Sports",School,Tokyo Movie Shinsha,Manga,2.6K,6.88
Candy Candy: Candy no Natsu Yasumi,Movie,1 ep,18 min ,1978,Shoujo,"Drama,Slice of Life",,Toei Animation,,2.6K,6.72
Hibike! Euphonium: Ensemble Contest-hen,OVA,1 ep,0 min ,2023,,Drama,Music,Kyoto Animation,Novel,2.6K,N/A
Memory (ONA),ONA,1 ep,7 min ,2009,,"Drama,Sci-Fi,Slice of Life",Military,Unknown,,2.6K,6.16
Future GPX Cyber Formula Sin,OVA,5 eps,30 min ,1998,,"Drama,Sci-Fi",Racing,Sunrise,Original,2.6K,7.44
Arashi no Yoru ni: Himitsu no Tomodachi,TV,26 eps,23 min ,2012,,"Adventure,Drama",Anthropomorphic,Sparky Animation,Book,2.6K,6.64
Future GPX Cyber Formula Saga,OVA,8 eps,30 min ,1996,,"Drama,Sci-Fi",Racing,Sunrise,Original,2.6K,7.33
Fantasia,OVA,1 ep,28 min ,1993,,"Comedy,Drama,Fantasy,Romance",,Production I.G,Manga,2.5K,5.38
Nana Toshi Monogatari: Hokkyokukai Sensen,OVA,2 eps,29 min ,1994,,"Drama,Sci-Fi",Military,Unknown,Novel,2.5K,6.19
Hi no Tori: Yamato-hen,OVA,1 ep,48 min ,1987,,Drama,Historical,Madhouse,Manga,2.5K,6.92
Kemono no Souja Erin Recaps,TV,10 eps,20 min ,2010,,"Adventure,Drama,Fantasy,Slice of Life",Historical,Production I.G,Novel,2.5K,6.83
Kyojin no Hoshi,TV,182 eps,25 min ,1968,Shounen,"Drama,Sports",Team Sports,TMS Entertainment,Manga,2.5K,7.13
La Seine no Hoshi,TV,39 eps,23 min ,1975,Shoujo,"Adventure,Drama",Historical,Sunrise,,2.5K,6.52
Akai Kiba: Blue Sonnet,OVA,5 eps,29 min ,1989,Shoujo,"Action,Drama,Sci-Fi",Super Power,Tatsunoko Production,Manga,2.5K,6.14
Follow Me,Music,1 ep,4 min ,2012,,"Drama,Romance,Slice of Life",Music,Unknown,Music,2.5K,6.17
Marco: Haha wo Tazunete Sanzenri,Movie,1 ep,89 min ,1999,,"Adventure,Drama",,Nippon Animation,,2.5K,7.04
Mirai Shounen Conan (Movie),Movie,1 ep,122 min ,1979,,"Adventure,Drama,Sci-Fi",,Nippon Animation,Novel,2.5K,6.9
Compiler,OVA,2 eps,30 min ,1994,,"Comedy,Drama,Romance,Sci-Fi",,Studio Fantasia,,2.5K,5.07
Minky Momo in Yume ni Kakeru Hashi,OVA,1 ep,38 min ,1993,Shoujo,"Drama,Slice of Life",Mahou Shoujo,Asahi Production,,2.5K,7.06
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,OVA,4 eps,30 min ,2006,,"Drama,Sci-Fi",Space,Planet,Original,2.5K,6.67
The Humanoid: Ai no Wakusei Lezeria,OVA,1 ep,47 min ,1986,,"Drama,Sci-Fi",Mecha,Kaname Productions,,2.5K,4.76
Zephyr,Special,1 ep,26 min ,2014,,Drama,Music,Satelight,,2.5K,5.9
Wild 7,OVA,2 eps,55 min ,1994,Shounen,"Action,Drama,Mystery",Detective,Pierrot Plus,Manga,2.5K,6.21
Huyao Xiao Hongniang: Jin Chenxi,ONA,10 eps,18 min ,2020,,"Comedy,Drama,Romance,Supernatural",Historical,Garden Culture,Manga,2.5K,7.02
Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,Special,1 ep,44 min ,2019,,Drama,Mecha,Sunrise,,2.5K,6.31
Tsuyoshi Shikkari Shinasai,TV,112 eps,22 min ,1992,Shounen,"Comedy,Drama,Romance,Slice of Life",School,Unknown,Manga,2.5K,6.95
Dennou Coil Recaps,Special,2 eps,57 min ,2007,,"Adventure,Comedy,Drama,Mystery,Sci-Fi",,Madhouse,Original,2.5K,6.2
B.B. Fish,OVA,1 ep,29 min ,1994,Seinen,"Drama,Romance",,Production I.G,Manga,2.5K,4.49
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,Special,1 ep,130 min ,2014,,"Action,Drama,Sci-Fi",Adult Cast,AIC,Original,2.4K,6.71
Akai Ito,Special,1 ep,4 min ,2009,,"Drama,Romance,Slice of Life",,Unknown,Original,2.4K,6.42
Karasu Tengu Kabuto,TV,39 eps,25 min ,1990,,"Action,Adventure,Drama",Historical,Unknown,Manga,2.4K,6.67
Digimon Adventure 02: The Beginning,Movie,1 ep,0 min , -,,"Action,Adventure,Comedy,Drama,Fantasy",,Yumeta Company,Original,2.4K,N/A
Hanabi,Music,1 ep,6 min ,2015,,"Drama,Romance,Slice of Life",Music,Unknown,Music,2.4K,5.94
Refrain Blue,OVA,3 eps,30 min ,2000,,"Drama,Romance",,PP Project,Visual novel,2.4K,5.69
